Porosity,Permeability,Formation_Strength,Oil_Production_Rate,Water_Cut,Gas_Oil_Ratio,Reservoir_Pressure,Bottom_Hole_Pressure,Drawdown_Pressure,Sand_Grain_Size,Formation_Depth,Well_Age_Days,Completion_Type,Production_Rate_Change,Pressure_Decline_Rate,Sand_Production
0.11,1.13,7176.14,341.1,0.25,524.24,3334.03,2514.19,676.65,0.22,3007.53,1218.7226370124226,0,16.14,63.57,0
0.22,13.03,7892.62,824.6,0.17,1073.36,3313.06,2567.08,700.51,0.19,2234.62,1719.8052344713926,1,121.38,27.11,0
0.4,50.0,5904.27,785.65,0.32,989.94,4503.2,2134.74,1981.85,0.3,1831.25,2085.315790774056,1,-91.09,107.12,1
0.23,2.49,11303.36,549.03,0.25,1137.25,3571.94,2444.36,254.55,0.2,2562.94,2115.7984472599705,2,3.93,35.95,0
0.26,4.76,6600.32,522.33,0.44,656.54,3281.96,2858.23,661.32,0.14,2506.57,2651.9657804861363,0,-30.65,79.04,0
0.22,2.26,9213.48,603.03,0.64,845.77,3409.92,1713.96,764.69,0.2,1631.18,2235.230077507788,0,-51.59,36.59,0
0.28,50.0,4075.02,1013.74,0.55,1423.47,4473.8,2649.13,990.19,0.24,3152.3,458.09494031026634,1,-84.9,171.08,1
0.15,6.53,7172.49,599.4,0.21,925.28,3059.55,2086.32,732.85,0.14,2357.55,541.0757996414212,0,37.7,89.05,0
0.21,8.39,9027.07,493.81,0.15,1438.1,4009.82,2793.7,1029.58,0.14,2215.65,3398.0931354937557,1,-27.63,87.59,0
0.21,5.21,6026.84,461.55,0.23,1052.1,3708.44,3050.9,903.61,0.15,2463.94,724.4420616937044,0,-100.86,59.41,0
0.25,2.47,8110.83,343.93,0.65,1335.51,3994.64,3244.76,579.1,0.08,2240.28,1542.018967465462,1,-92.36,74.24,0
0.15,8.07,5332.7,339.73,0.08,240.19,4053.49,3195.65,740.1,0.11,2571.93,924.0259499696357,0,20.96,60.88,0
0.21,1.0,6639.01,586.94,0.17,1174.25,4506.97,2085.8,1011.17,0.19,2666.25,2553.3688403591814,1,103.13,33.29,0
0.22,1.03,9076.61,409.3,0.52,523.82,3715.2,2171.25,365.88,0.13,1725.33,2462.212693439722,1,-82.4,50.62,0
0.23,6.29,10497.71,590.94,0.45,563.84,3982.45,2191.56,566.9,0.14,2053.35,604.424246216957,2,-22.73,36.33,0
0.16,1.75,6313.75,743.02,0.34,891.02,3971.05,2551.85,488.07,0.19,2559.15,2753.7845825014597,0,34.13,60.24,0
0.16,2.6,8805.77,439.46,0.21,816.74,4072.32,3132.76,909.74,0.16,2465.57,2309.161828266927,0,-51.11,110.32,0
0.18,3.94,10338.77,320.25,0.31,528.25,4112.43,2356.05,439.33,0.17,855.92,486.7474883933058,0,32.36,18.74,0
0.19,1.0,9948.04,345.49,0.32,656.69,3460.43,3154.23,983.86,0.18,2344.23,1827.6814122185408,1,-21.22,46.1,0
0.23,50.0,2589.69,1014.87,0.45,935.1,4374.35,2228.73,1903.52,0.24,2437.98,2859.472423257048,2,-115.81,218.86,1
0.15,9.76,10074.79,397.89,0.06,476.78,3548.47,3015.62,623.36,0.15,2576.93,2751.066483602718,2,14.44,58.92,0
0.27,27.2,7081.17,283.53,0.27,632.88,3318.32,2161.07,696.35,0.08,2516.15,450.64449082248507,1,-51.07,50.98,0
0.23,12.59,9544.41,545.03,0.29,425.84,3331.91,2870.88,974.58,0.12,2572.62,2411.5442706732474,0,18.85,32.05,0
0.25,10.65,7774.78,332.43,0.33,536.92,3129.67,3177.73,952.29,0.19,2684.88,2338.1920165054403,1,21.87,28.21,0
0.11,3.98,7801.09,552.86,0.5,1175.34,3437.86,3043.3,492.42,0.08,2365.83,121.68924774157905,0,56.42,73.22,0
0.27,50.0,6391.73,925.88,0.82,1397.43,4322.83,2507.64,1364.08,0.31,1499.35,590.2264783646995,1,-114.58,94.22,1
0.15,4.23,9954.39,377.64,0.24,395.5,2875.96,3417.1,561.31,0.2,2864.34,747.8817621201807,0,-13.5,57.01,0
0.21,2.7,11754.76,390.95,0.53,988.72,3717.91,2969.24,802.47,0.23,2608.73,3565.4733535397368,1,-41.94,79.32,0
0.22,5.76,8269.54,569.01,0.27,910.01,2959.92,2991.69,593.0,0.11,3402.62,1266.6641008055255,0,54.46,43.82,0
0.23,1.58,5410.68,748.2,0.33,319.09,3041.21,2811.41,697.84,0.18,3063.43,361.6808364407946,0,-32.24,45.73,0
0.2,19.01,7115.63,475.16,0.45,450.34,3476.57,3549.43,530.0,0.15,2384.38,1169.0291309530637,1,-25.6,45.17,0
0.22,4.28,9346.48,564.82,0.21,1029.73,3308.32,2330.01,533.2,0.2,2277.85,3450.779166267516,0,-14.25,49.78,0
0.17,5.56,7108.25,176.44,0.3,570.51,4133.13,2623.84,635.37,0.16,2426.51,2747.2302944960434,0,-23.81,35.98,0
0.14,3.32,8863.34,384.22,0.1,627.32,3540.72,2314.19,845.32,0.14,2489.36,2750.6679361464417,0,90.05,46.2,0
0.11,1.0,8290.7,365.08,0.09,759.66,3793.16,3000.88,675.11,0.15,2565.64,1625.2664903883165,1,19.34,23.59,0
0.14,8.79,9570.07,425.46,0.63,1186.04,2719.28,2576.5,685.18,0.13,3097.97,3528.2744314115403,0,13.13,56.36,0
0.3,50.0,4777.06,292.68,0.54,1552.76,4483.6,1593.52,828.52,0.17,2239.81,3314.2833910833438,1,-69.1,58.15,1
0.16,1.72,7323.17,307.79,0.45,476.02,3646.57,2138.41,651.22,0.16,2361.0,131.026165111021,0,-72.48,42.38,0
0.26,10.1,5853.33,550.31,0.45,935.53,3714.99,3206.54,578.32,0.06,2683.02,3378.4764018231604,0,-16.36,35.73,0
0.18,3.74,6454.87,199.56,0.29,929.16,3325.16,2653.15,421.58,0.08,2200.74,3160.384510367867,1,25.59,43.65,0
0.26,3.8,5287.56,490.54,0.29,1169.51,2788.45,1808.84,956.69,0.11,3720.26,1541.0004496245333,2,27.68,64.14,0
0.2,7.89,7543.0,340.05,0.19,521.34,3906.17,3062.98,919.19,0.17,2539.59,3186.519147697939,1,-2.18,60.33,0
0.17,50.0,4717.01,357.21,0.44,1580.91,4086.79,2143.29,1600.36,0.27,3658.35,1618.3734063363124,2,-38.16,114.27,1
0.13,1.72,7858.6,270.86,0.14,524.06,3872.42,2526.53,631.0,0.16,2246.71,1081.83429113718,1,10.02,23.43,0
0.18,6.56,8410.87,639.26,0.17,861.11,3389.7,2608.15,749.89,0.11,684.23,1703.8931847569177,2,37.4,61.15,0
0.19,35.41,6765.7,274.64,0.14,428.93,4259.01,2920.8,799.66,0.14,2749.03,3131.869678853681,1,56.04,35.87,0
0.1,3.69,7926.84,652.57,0.35,1249.79,3884.84,2092.43,603.5,0.09,2110.89,2588.7306918595978,1,10.49,38.43,0
0.23,2.93,8592.32,468.48,0.43,1083.56,2937.63,2321.25,791.84,0.15,2850.75,3358.4058551607936,0,44.64,61.42,0
0.21,5.79,7201.09,50.0,0.18,1250.85,3362.03,3073.08,834.06,0.07,2085.47,2496.8689491739,2,32.92,38.82,0
0.3,13.23,7205.35,251.01,0.54,871.17,4445.84,3045.47,687.43,0.18,2626.42,1447.2270796212185,1,12.72,45.79,0
0.21,7.95,7191.82,578.0,0.4,959.09,3809.18,2766.84,418.49,0.11,3399.93,3550.1442781252185,0,-67.07,22.83,0
0.12,6.7,9563.29,634.94,0.45,511.57,3459.39,2429.31,783.82,0.15,2136.7,717.0559056602214,1,-11.85,46.02,0
0.34,50.0,4075.12,888.24,0.5,1256.75,3958.61,3025.55,1072.53,0.25,1621.46,2434.935289572467,1,-105.27,177.43,1
0.35,50.0,2239.3,948.65,0.26,1247.97,3596.05,2262.68,1856.76,0.29,2172.42,633.2977347199942,1,-64.3,201.56,1
0.18,16.46,8600.55,568.38,0.15,617.71,3535.1,2134.58,1026.99,0.16,2666.48,3388.239064345583,0,-26.78,23.51,0
0.21,3.97,7314.51,630.62,0.2,535.17,3229.09,2431.05,494.23,0.12,3256.05,652.3597507106207,1,-3.34,44.83,0
0.18,3.85,8365.84,545.86,0.5,835.39,3390.66,2876.2,522.05,0.19,1864.49,303.30933069157885,1,-3.01,36.08,0
0.15,5.62,8324.83,312.75,0.0,979.16,3261.83,2667.56,310.08,0.17,2999.34,326.7692143706287,1,22.51,10.8,0
0.21,4.43,9832.71,710.93,0.37,1280.57,3264.95,3785.15,1061.66,0.16,2649.48,1103.2765114277436,1,24.67,99.92,0
0.14,7.26,8736.91,439.05,0.1,498.47,3397.23,2892.09,782.03,0.19,2775.5,363.82123989342205,0,3.23,74.04,0
0.19,4.75,6307.49,525.02,0.35,943.76,3337.95,2715.08,701.13,0.17,2618.41,2245.118133145666,0,-89.99,78.18,0
0.15,7.8,5973.06,469.96,0.26,982.36,3077.4,2876.05,879.54,0.15,3113.79,3013.3297870499287,1,29.44,44.54,0
0.15,1.53,8856.42,435.53,0.52,1255.02,2956.56,2675.15,589.21,0.19,2975.1,542.4923460053931,0,27.04,45.19,0
0.2,2.79,10259.22,679.42,0.32,578.11,2854.57,2916.52,617.54,0.17,2306.83,2043.7581709426292,2,-157.57,60.64,0
0.19,1.0,8106.93,456.33,0.43,682.39,3299.22,2868.55,688.3,0.07,2127.49,1794.3997264970144,1,33.36,47.33,0
0.2,3.05,9123.4,904.71,0.0,1427.5,4614.52,2804.36,209.43,0.18,2741.16,804.5723872925868,0,-99.46,57.97,0
0.3,50.0,3578.0,902.79,0.58,1043.86,3481.67,2028.06,1098.49,0.27,1745.8,2977.495913669614,1,-126.42,136.67,1
0.25,3.58,7410.91,608.87,0.41,718.95,2662.73,2211.25,886.59,0.17,3089.05,1180.859666530886,2,-80.6,59.81,0
0.29,3.27,9259.92,207.24,0.31,586.12,2711.03,3111.01,889.2,0.18,2526.35,2476.0673445043717,1,58.31,36.13,0
0.17,17.2,4486.28,504.33,0.02,674.07,2880.35,3291.79,837.57,0.17,1785.65,1795.535043589983,0,-59.18,57.38,0
0.25,6.1,9985.01,189.83,0.72,871.11,4626.97,2970.37,733.76,0.13,2408.72,2977.22201338299,1,31.41,38.4,0
0.21,1.17,4417.2,616.8,0.19,1150.47,3889.94,2350.35,581.86,0.16,2611.68,2011.0412947258142,0,8.07,82.46,0
0.21,9.53,6312.2,617.82,0.44,985.31,3617.78,2709.89,963.15,0.13,3051.06,441.6473304475975,0,-70.6,20.39,0
0.14,3.13,9886.42,350.44,0.28,934.97,4359.46,3864.74,795.64,0.12,2587.09,2588.9497974033825,0,-16.21,22.6,0
0.2,8.03,6713.84,787.89,0.28,1680.08,3027.52,1789.13,380.63,0.12,2515.89,2590.3004679833866,2,46.76,49.26,0
0.22,50.0,4673.65,824.08,0.48,1066.1,4089.95,2760.41,1608.43,0.26,2460.71,376.9702728575745,2,11.67,87.68,1
0.21,8.23,8356.74,411.99,0.3,632.67,3838.43,3076.14,857.94,0.15,2934.08,3552.2094600911646,0,-35.05,66.27,0
0.21,4.99,7774.51,454.88,0.23,1092.64,4095.05,2266.93,415.96,0.18,2669.58,3627.4142674499176,2,-73.48,78.5,0
0.21,1.0,8449.69,598.2,0.28,483.01,4505.47,3160.04,634.4,0.12,2721.5,2910.703573840217,0,18.21,119.04,0
0.33,2.03,8287.18,472.9,0.3,838.5,3166.4,2752.65,873.13,0.11,2973.83,3014.3397113291016,1,29.44,32.72,0
0.27,9.99,10252.82,632.6,0.37,1130.68,3346.15,2279.32,642.37,0.13,3170.48,326.140634594165,0,-30.8,40.68,0
0.32,1.0,8613.82,600.28,0.27,1207.16,4699.69,2998.46,839.72,0.12,2002.27,184.39933569339902,1,-2.68,46.01,0
0.15,1.56,8069.96,261.77,0.32,615.01,3505.47,2770.04,566.53,0.2,2825.61,2705.7537457126123,0,-60.63,56.22,0
0.4,50.0,5203.9,433.14,0.71,300.0,3984.95,1761.26,1041.89,0.2,1624.63,1861.204532407183,1,-86.88,137.58,1
0.31,50.0,4769.84,946.79,0.34,300.0,4153.83,2460.99,2090.49,0.32,3156.53,1588.6587158789214,1,-123.24,71.15,1
0.15,9.11,8980.22,406.28,0.0,808.73,4022.27,2677.03,654.66,0.17,1727.31,1310.499134228041,0,-45.61,14.04,0
0.13,6.43,9734.87,414.56,0.44,1005.28,3541.95,2605.27,784.53,0.13,2274.26,3626.1827013358393,0,-19.42,32.31,0
0.18,1.37,6421.51,717.71,0.12,722.36,3083.33,2248.71,522.31,0.14,2532.68,3063.232425957506,1,-82.96,40.88,0
0.26,7.0,8463.92,422.21,0.25,521.54,3948.87,2782.44,917.33,0.14,3249.99,2502.7191243412126,1,-11.58,31.29,0
0.14,4.35,6429.62,399.89,0.0,1237.8,4099.08,2237.19,236.27,0.11,3731.89,1084.602948693612,0,3.04,54.18,0
0.21,1.0,8011.03,605.52,0.2,1211.18,4000.93,3352.13,509.36,0.14,2102.98,226.43822836572988,1,-37.9,62.6,0
0.33,4.27,8376.51,387.92,0.24,996.81,3798.94,3214.22,690.69,0.12,2211.67,2417.9246802894345,0,19.79,62.0,0
0.21,2.54,7497.25,623.88,0.55,1107.62,3082.73,2668.08,855.75,0.16,3184.02,298.018870229936,0,35.98,16.62,0
0.27,6.66,9337.76,383.48,0.14,951.92,3145.4,2744.25,840.61,0.13,2138.65,2796.9999164372753,0,-10.66,51.97,0
0.17,1.6,7133.99,521.04,0.0,1011.08,3539.52,2564.39,259.15,0.11,2582.72,1810.646096202073,1,-5.58,67.91,0
0.24,1.07,7107.04,448.91,0.23,920.52,4045.06,3178.19,568.09,0.14,2851.55,1155.5222729284044,0,-91.08,28.57,0
0.17,2.18,6384.57,757.27,0.43,839.03,3419.54,3115.31,1010.88,0.19,2767.27,1577.241103554429,0,-36.03,47.03,0
0.12,1.83,9604.17,538.37,0.04,956.07,3233.01,3322.74,778.37,0.14,2701.33,824.9547923978381,0,54.15,46.43,0
0.2,1.78,8860.65,348.81,0.45,1203.23,3573.65,2202.66,922.9,0.15,2665.52,1610.089264314566,0,-97.25,64.59,0
0.26,2.65,10128.6,491.21,0.55,198.41,2630.37,2740.94,657.86,0.15,2311.01,2855.5110704981907,1,-56.64,66.54,0
0.27,7.34,6937.27,449.87,0.34,976.13,3242.72,2410.71,789.16,0.16,2300.0,2576.556267137928,0,-29.81,54.21,0
0.37,50.0,4901.86,887.05,0.78,1526.66,2949.96,2128.97,1169.57,0.19,1982.73,587.7974335434288,1,-130.87,105.21,1
0.24,4.6,8280.66,635.4,0.37,758.78,3145.54,2959.53,990.89,0.06,3324.45,2551.6414441274355,2,-91.24,49.22,0
0.15,2.63,10273.12,345.99,0.3,1401.73,3058.3,3314.03,122.48,0.07,2672.42,1963.271092134408,0,7.55,57.6,0
0.08,6.78,10219.22,715.41,0.33,807.71,2939.77,3205.31,672.83,0.13,2319.89,455.80421764827,0,85.81,62.77,0
0.15,17.89,6956.48,509.27,0.33,997.93,3676.78,3060.37,705.8,0.15,1942.22,3021.1910192550404,0,22.96,54.5,0
0.16,2.35,6112.6,447.74,0.0,515.35,3501.59,3407.11,701.02,0.14,2091.24,3352.6905602099137,0,9.56,35.06,0
0.15,4.57,7987.46,454.01,0.2,621.76,3892.31,2891.79,729.68,0.13,2508.08,277.38375093249766,2,6.27,44.15,0
0.24,50.0,5710.75,880.9,0.59,1142.31,4783.03,1499.57,1276.2,0.25,2049.96,2996.2211627116767,1,-71.55,50.0,1
0.26,50.0,3536.84,522.72,0.3,2231.23,4945.26,1814.71,985.77,0.36,2260.81,2875.773172351102,0,-42.26,56.98,1
0.26,8.5,8200.35,511.71,0.12,733.39,3072.64,3004.22,931.01,0.08,2846.02,1962.6184023424928,0,17.68,64.19,0
0.23,3.52,7551.4,405.59,0.19,1072.18,3961.55,3191.42,786.61,0.13,1951.93,2773.0408952764574,0,-62.7,2.24,0
0.18,3.4,10647.24,592.11,0.21,884.67,3587.2,2673.98,912.76,0.19,3411.75,445.9218377882482,0,-108.96,83.25,0
0.22,10.28,7449.33,467.3,0.34,1147.48,3006.99,2139.77,459.33,0.17,2277.88,822.7062233764523,0,-58.28,91.72,0
0.15,3.38,7088.29,467.0,0.36,759.72,3324.82,2187.29,610.34,0.2,2487.9,2154.0627115676,1,15.9,62.98,0
0.21,3.84,7849.74,584.73,0.07,713.45,4100.26,3040.41,944.74,0.14,2027.42,2489.3997176993507,0,1.75,34.7,0
0.29,50.0,5371.16,523.25,0.29,887.52,4451.83,2414.19,971.66,0.2,2445.21,3488.8679901078917,2,-74.87,123.38,1
0.18,2.66,6870.32,717.55,0.06,573.35,2510.53,2934.75,729.17,0.16,2081.16,1649.7293276134292,1,24.83,59.79,0
0.15,9.75,6610.76,428.4,0.1,970.69,4027.94,3237.32,962.01,0.15,2301.13,3639.284691283343,1,-12.64,34.29,0
0.12,8.88,6552.18,629.14,0.46,775.82,3931.73,2141.81,717.0,0.19,1353.06,1005.1954818920666,0,-71.86,67.55,0
0.16,1.66,6012.08,626.57,0.07,1100.82,3423.83,3170.32,986.85,0.21,3334.54,2095.3748947470535,0,1.24,67.83,0
0.33,50.0,4961.74,477.06,0.21,1237.21,4594.39,1918.94,995.65,0.3,1977.53,3462.468817646749,1,-107.33,111.25,1
0.28,4.7,6930.03,329.36,0.19,818.07,2939.6,3625.79,665.45,0.19,1810.16,2820.5052239852625,1,-4.85,17.93,0
0.27,50.0,3966.87,755.02,0.46,908.63,3548.79,3322.14,1621.3,0.24,1762.14,920.0316640112944,1,-54.82,76.14,1
0.21,9.05,6919.77,466.87,0.28,100.0,2850.16,3092.16,336.45,0.2,2567.78,1776.1983699630396,0,-81.92,34.64,0
0.23,1.3,7836.21,485.55,0.41,1077.7,4344.55,2854.42,852.1,0.16,2025.11,1332.525522509103,1,53.0,74.29,0
0.24,4.94,8279.14,454.42,0.18,392.65,4097.33,3149.39,908.12,0.23,3073.26,947.8262864911508,0,1.96,45.04,0
0.28,2.68,10644.47,597.44,0.4,976.64,3503.97,3340.31,479.88,0.08,2586.65,1708.8011416841987,1,-57.21,29.83,0
0.08,6.25,10386.19,558.53,0.12,100.0,4099.75,2475.11,578.17,0.12,2878.85,3515.515537975392,0,-70.22,37.17,0
0.22,3.77,7209.4,425.65,0.22,571.8,3835.35,2470.52,697.46,0.21,2889.11,2534.5067861542548,0,47.92,45.21,0
0.18,5.67,6266.44,464.91,0.49,608.84,3538.58,2799.86,974.25,0.15,2583.46,1360.6742294807448,1,-72.55,45.34,0
0.2,7.39,10263.86,499.01,0.26,750.77,3545.66,2218.56,858.77,0.19,2531.44,978.5396040620901,1,-6.43,59.16,0
0.26,50.0,3469.82,1034.73,0.51,655.47,3550.93,1974.08,1947.18,0.14,1709.25,1156.178331112621,0,-8.0,86.77,1
0.26,3.23,7029.75,535.78,0.39,641.77,3157.91,2995.65,486.16,0.18,1857.84,476.86556518118545,1,-65.5,62.35,0
0.22,7.96,7770.72,364.34,0.22,347.81,3214.09,3245.1,609.44,0.08,2701.17,2033.8524146893753,0,111.29,60.12,0
0.17,7.7,5307.31,562.65,0.53,1051.37,4028.31,2817.88,517.76,0.18,1764.84,1009.2577322334988,0,-34.33,45.14,0
0.12,3.4,6836.59,455.68,0.22,336.21,3109.33,2360.99,805.65,0.14,2588.86,246.2004609786788,0,42.65,92.21,0
0.13,9.64,10499.99,629.69,0.2,492.36,4117.53,2640.02,380.52,0.17,2594.65,1154.7251462651755,1,-29.83,47.49,0
0.26,3.24,7953.11,304.32,0.4,1138.24,2185.74,3395.39,725.7,0.19,3377.36,2739.7365276622722,0,-47.7,66.06,0
0.18,1.83,9406.05,437.34,0.15,271.24,3909.95,2519.71,367.69,0.09,2280.91,1488.0161611795775,0,-12.24,59.45,0
0.18,1.25,6964.59,419.78,0.39,458.02,3561.42,2975.33,673.59,0.2,3072.26,629.8342615382184,1,-13.5,82.8,0
0.26,5.07,8411.7,530.01,0.29,942.41,2760.39,2976.73,920.61,0.14,3337.75,2690.7084503998103,0,16.09,23.02,0
0.23,18.44,8922.44,604.27,0.27,851.17,4378.46,2487.69,868.38,0.11,1893.44,2127.5699989869872,0,-4.26,21.16,0
0.24,50.0,5163.19,1005.01,0.95,1089.39,3463.97,2187.34,1907.68,0.24,3282.24,1867.5662900711786,1,-192.69,126.27,1
0.25,2.68,6317.53,647.64,0.3,745.5,2854.41,3428.5,387.53,0.2,2140.94,2602.639412835696,1,-55.89,59.21,0
0.24,3.83,6565.8,383.68,0.34,784.72,3454.63,2457.01,547.78,0.14,2311.1,1994.8205112266653,1,-8.14,52.34,0
0.17,3.48,5032.42,460.58,0.33,1262.17,3597.39,2589.57,1246.33,0.13,2178.48,3369.4127426821333,1,60.58,57.56,0
0.17,4.68,8023.86,357.89,0.12,1083.7,3187.01,2943.42,753.22,0.15,2469.73,979.5247417318765,0,-60.19,40.03,0
0.21,10.91,9050.31,648.28,0.31,845.91,2504.38,2998.08,748.46,0.17,2262.25,247.57474987079237,0,-129.4,25.34,0
0.23,50.0,4583.81,689.32,0.44,953.77,3858.35,1426.08,1449.46,0.29,1202.12,1560.9165998431886,1,-105.6,99.14,1
0.22,4.19,9649.2,487.68,0.0,795.34,3311.85,2695.21,784.31,0.14,2002.17,759.211824261399,0,-66.97,37.9,0
0.14,3.93,9253.0,570.98,0.0,672.53,3224.75,2407.97,531.31,0.14,2272.92,1692.0364361573372,0,9.7,64.35,0
0.19,3.58,7610.6,499.68,0.53,1047.84,4130.42,1945.02,923.13,0.14,2763.3,3117.827813239198,0,27.14,43.19,0
0.18,10.59,10335.74,284.5,0.43,1452.79,3530.67,2319.71,790.23,0.19,2994.45,277.3900678452094,0,-61.85,9.4,0
0.25,2.45,9926.12,512.82,0.29,807.73,3658.46,2623.15,458.47,0.15,2320.89,347.30643949714124,0,24.13,35.1,0
0.15,8.19,5862.85,366.81,0.03,1236.4,3310.66,2961.21,735.14,0.16,2872.65,2431.5672183203333,0,18.34,46.17,0
0.19,1.95,4827.96,365.55,0.56,851.06,3799.55,3048.07,797.26,0.05,4096.5,2755.561626911398,2,-34.73,27.87,0
0.27,50.0,3944.72,870.0,0.68,632.03,3671.05,3367.53,1796.5,0.1,2195.49,2433.657074715505,2,-168.22,105.99,1
0.31,1.26,8928.62,258.35,0.39,886.93,3192.65,2565.19,394.75,0.07,1644.5,781.3402263684909,1,89.7,63.95,0
0.24,3.0,8913.48,570.56,0.03,1001.95,4023.79,2546.19,749.96,0.2,2693.35,2826.655886547574,0,15.14,63.5,0
0.22,3.77,10803.6,539.58,0.1,921.42,2746.51,3004.93,938.3,0.14,2638.94,959.5304994104171,1,-76.03,25.33,0
0.19,11.56,5714.6,382.31,0.34,780.16,2922.18,3340.91,581.08,0.21,2064.06,627.4234577253881,0,27.56,35.94,0
0.21,4.96,6515.52,415.47,0.09,738.37,3585.22,2923.51,793.72,0.07,2360.87,2031.5328253428802,0,-34.24,10.49,0
0.19,6.58,6368.38,412.11,0.29,744.02,3124.05,2651.44,634.95,0.17,2242.83,3273.9477436581683,0,-60.95,16.39,0
0.2,9.52,10182.24,373.53,0.0,723.67,3519.66,2614.57,407.53,0.14,2552.42,3597.3915141524,1,66.52,47.39,0
0.08,1.14,6915.39,644.56,0.49,999.17,3911.51,2974.52,593.38,0.19,1791.27,118.96435628129399,0,17.49,39.49,0
0.2,3.73,10262.47,671.5,0.2,1322.5,3427.27,2873.26,902.37,0.16,2740.89,1002.421289049033,0,-23.64,88.74,0
0.26,16.96,6351.98,363.23,0.12,916.69,3580.35,2285.4,961.97,0.17,3251.94,1225.7676774259166,2,-29.24,64.57,0
0.23,1.0,7037.88,678.89,0.25,694.96,3536.97,2824.41,576.92,0.1,2759.73,1301.7629284869415,0,23.41,63.72,0
0.14,2.78,7514.14,337.22,0.26,1014.07,4183.76,2211.6,721.51,0.24,2043.64,75.51093806056285,0,17.46,35.53,0
0.11,5.48,8190.24,535.13,0.43,1183.21,3509.05,2700.02,893.38,0.09,3343.0,1185.674248202482,2,-61.38,52.26,0
0.22,11.0,8500.95,560.91,0.07,1012.08,4444.99,2736.93,536.0,0.15,1449.67,2643.1115447484726,0,-17.09,71.9,0
0.4,50.0,4209.9,1036.09,0.71,856.53,3656.31,2369.86,1579.63,0.19,2119.48,3510.273731067949,1,-324.03,138.95,1
0.25,9.96,10943.1,658.3,0.35,630.86,3694.31,2961.83,966.03,0.09,2331.05,2956.7048724260085,1,-25.42,56.81,0
0.28,6.39,9736.28,299.49,0.13,559.17,2898.37,2954.44,795.69,0.05,3127.97,2700.101294853579,1,7.77,19.87,0
0.29,1.0,7674.9,410.48,0.36,684.73,3254.56,2988.05,941.66,0.16,2746.4,1016.2874686962502,1,-70.26,59.09,0
0.15,5.2,7210.28,421.58,0.68,727.41,3081.62,2517.3,787.85,0.11,1814.74,2783.5236064144406,1,-44.99,13.81,0
0.1,2.21,7222.8,285.24,0.18,1158.62,3602.7,2474.92,884.13,0.2,2159.65,568.6905359382172,0,-33.76,43.92,0
0.17,3.29,7274.78,353.9,0.47,678.13,3342.3,2990.9,978.68,0.17,3200.35,2368.482422119958,0,29.08,5.58,0
0.21,2.71,7829.01,631.89,0.31,868.71,3274.77,2501.51,497.11,0.14,2589.69,2310.2044444980943,0,4.38,81.78,0
0.12,3.78,7015.85,477.77,0.19,786.2,3396.13,3209.66,886.23,0.12,3095.13,2443.977534670917,2,-25.85,57.52,0
0.15,4.77,7772.07,526.07,0.16,732.02,3015.7,2400.65,617.56,0.14,2229.84,1229.4286787711756,2,18.55,40.74,0
0.35,50.0,6517.33,688.61,0.6,529.63,4911.69,2307.6,835.92,0.19,2457.17,2221.0603114880523,1,-192.5,74.06,1
0.13,1.89,8340.59,691.11,0.11,891.17,3639.7,3419.14,653.54,0.15,2723.27,368.62249083724737,0,27.81,60.67,0
0.38,50.0,6577.02,1068.22,0.5,1813.24,2900.19,2537.46,1965.94,0.22,3213.97,3002.860278771048,0,-61.16,156.56,1
0.13,5.09,7882.11,270.36,0.24,703.75,4398.07,2285.88,651.09,0.17,2201.03,2260.333136917578,0,47.73,38.69,0
0.2,1.1,8082.04,245.89,0.28,607.67,3767.78,2804.69,858.91,0.18,2801.26,2681.617363408936,0,43.16,39.21,0
0.22,3.32,7311.17,540.44,0.14,886.01,3855.17,2237.27,355.2,0.07,3061.32,3175.07752720958,0,33.54,67.18,0
0.19,5.68,5342.15,521.49,0.42,802.23,3506.17,3061.1,684.89,0.11,1367.89,1481.892289079596,1,-61.04,38.22,0
0.35,50.0,5633.24,1066.35,0.7,697.9,3484.9,2235.74,936.55,0.2,867.44,3320.95950907352,2,-21.25,88.84,1
0.2,2.84,8098.61,751.71,0.35,742.32,4306.16,2901.78,679.34,0.17,2351.39,855.6667383333803,0,-2.71,75.45,0
0.17,3.31,5809.55,589.3,0.29,1339.35,3992.64,2757.29,455.62,0.12,1600.52,1752.0278599591486,0,15.4,68.76,0
0.15,11.62,6960.56,643.93,0.38,1346.27,3356.35,2024.65,808.42,0.11,2325.15,372.21000352139333,1,-5.7,63.31,0
0.16,5.1,8538.38,700.09,0.5,937.89,4009.46,3374.46,430.98,0.1,2162.82,673.3906793638624,0,-37.79,70.62,0
0.2,71.08,4469.16,547.65,0.53,1361.9,2667.84,2128.64,2678.32,0.25,2066.48,1667.2166490708707,1,-244.89,109.44,1
0.19,17.86,7475.86,530.98,0.35,318.4,2442.88,2651.38,550.34,0.16,2373.69,1752.7065744770298,0,-42.66,60.79,0
0.17,3.42,5416.61,689.53,0.08,668.08,2693.91,3314.57,334.84,0.16,2146.24,1864.0721988022246,0,-114.35,38.37,0
0.23,4.78,8463.57,296.74,0.38,1165.15,3907.37,2070.6,697.49,0.18,2563.52,1146.0315304691474,1,71.34,63.28,0
0.19,3.72,9019.06,695.16,0.47,1359.32,3720.44,2408.65,562.86,0.16,1999.06,1615.6103882539117,0,27.81,38.63,0
